"N","Schools","Mean_Read1","SD_Read1","Sports_Rate","Mean_SES","Mean_ReadK","Mean_Age"
12436,817,78.9125032164683,23.7443151258174,0.371341267288517,0.0975249276294629,47.1034472499196,74.8715406883242
